AÑO|MES|CODIGO_SECTOR_N1|PROVINCIA|CANTON|VENTAS_NETAS_TARIFA_GRAVADA|VENTAS_NETAS_TARIFA_0|VENTAS_NETAS_TARIFA_VARIABLE|VENTAS_NETAS_TARIFA_5|EXPORTACIONES|COMPRAS_NETAS_TARIFA_GRAVADA|COMPRAS_NETAS_TARIFA_0|IMPORTACIONES|COMPRAS_RISE|TOTAL_COMPRAS|TOTAL_VENTAS
2025|1|N|TUNGURAHUA|AMBATO|2592744,4200|358561,3100|0,0000|10252,2200|0,0000|1301016,2700|587191,2500|1497,0300|44269,5900|1976505,1900|2961557,9500
2025|1|G|MANABI|PICHINCHA|469607,9600|2431144,6700|0,0000|64381,9000|12896671,3500|758338,2500|1036159,1300|228,9700|32958,4300|1920943,5600|15861805,8800
2025|1|N|PICHINCHA|PEDRO MONCAYO|40311,3100|8786,6400|11778,7800|0,0000|0,0000|35599,4600|15509,1900|0,0000|421,5100|51760,4900|60876,7300
2025|1|C|ESMERALDAS|QUININDE|425582,7400|2639582,4100|0,0000|0,0000|0,0000|305207,5200|2027195,2100|1757,2500|38499,1400|2372708,0700|3065165,1500
2025|1|G|GUAYAS|GUAYAQUIL|1370485830,9400|665140970,5400|47576,6600|12995893,8900|327395470,3200|936595458,4600|617755513,3000|447523463,1800|6185568,8000|2029132986,6000|2376065742,3500
2025|1|C|MANABI|MANTA|5712387,5500|25793315,2900|83081,7300|3140,3800|27119368,0900|8925527,2600|18612466,9700|11041711,0500|258507,6700|39116340,0900|58711293,0400
2025|1|G|MANABI|BOLIVAR|1612492,2000|1818046,8100|0,0000|31420,3700|273012,3000|2080060,0700|1426940,3300|97,1100|291330,9200|3844509,7800|3734971,6800
2025|1|J|CAÑAR|AZOGUES|789457,5800|5641,6500|0,0000|0,0000|0,0000|503835,5100|8933,3300|6808,1800|3727,9600|534057,4400|795099,2300
2025|1|A|AZUAY|CUENCA|555749,5500|3487366,6800|0,0000|0,0000|615067,5700|1167855,1200|2614482,9900|0,0100|48718,0000|3840634,5400|4658183,8000
2025|1|C|PICHINCHA|QUITO|496731581,0000|193542494,1600|768809,2000|43128281,9600|64656052,1900|225361226,1200|199351391,7600|208334951,0900|4002899,6300|662988387,7000|798827218,5100
2025|1|A|NAPO|ARCHIDONA|13569,6900|5069,8900|0,0000|0,0000|0,0000|11219,1100|1089,9300|0,0000|1250,0000|13626,6600|18639,5800
2025|1|G|MANABI|JUNIN|516615,2700|4144251,2600|0,0000|0,0000|4895,0200|510061,2500|2203606,9700|329768,3000|2901,2000|3051246,5200|4665761,5500
2025|1|N|LOS RIOS|BUENA FE|150726,0100|22432,6200|0,0000|0,0000|0,0000|42490,9500|20156,6700|0,0000|0,0000|67371,9800|173158,6300
2025|1|C|MANABI|EL CARMEN|205185,9800|3177427,9400|0,0000|80500,5500|665184,1100|675490,4800|3436273,1600|456,7500|32682,7300|4199910,8000|4128298,5800
2025|1|M|SANTO DOMINGO DE LOS TSACHILAS|LA CONCORDIA|365319,5900|176772,3400|0,0000|0,0000|0,0000|236983,2700|101012,7800|0,0000|3312,8900|345380,0300|542091,9300
2025|1|M|CAÑAR|CAÑAR|620176,7300|69703,9400|0,0000|4447,4600|543,5300|310840,2700|56949,2300|0,0000|2498,7600|458127,8700|694871,6600
2025|1|M|EL ORO|MACHALA|6325640,4700|2302981,9000|111,1200|19793,2600|1622202,9300|4211309,0300|1920457,8200|113974,8800|227455,2900|6655585,1900|10270729,6800
2025|1|I|GALAPAGOS|SANTA CRUZ|1255404,7200|1257882,3500|66529,3900|0,0000|1100,7300|898987,0600|701565,4100|0,0000|91011,4900|1698850,9400|2580917,1900
2025|1|N|ESMERALDAS|SAN LORENZO|800,0700|6059,6000|0,0000|0,0000|0,0000|3259,6200|1457,7500|0,0000|4200,0000|8917,3700|6859,6700
2025|1|G|EL ORO|EL GUABO|3524036,6400|5682300,5400|0,0000|412603,8500|3519135,7300|4012569,5400|7106599,3000|251527,1700|87318,4200|11877108,9200|13138076,7600
2025|1|C|TUNGURAHUA|PATATE|791770,4900|10686,9100|0,0000|0,0000|0,0000|602412,6400|17158,1300|0,0000|0,0000|619570,7700|802457,4000
2025|1|H|TUNGURAHUA|AMBATO|854781,6900|6573698,8500|0,0000|10163,3900|0,0000|2270340,4600|4099912,4900|100452,7300|67610,0500|6568866,9700|7438643,9300
2025|1|F|COTOPAXI|PUJILI|30832,2200|14681,0100|0,0000|4900,0000|0,0000|112266,2500|31311,4900|0,0000|539,1000|151790,5800|50413,2300
2025|1|G|MANABI|CHONE|5382016,4900|10207690,4200|0,0000|186400,8200|0,0000|6692805,9600|6215718,2100|62446,0600|37481,4700|13213820,0000|15776107,7300
2025|1|F|ESMERALDAS|ESMERALDAS|3002327,2900|30339,0700|0,0000|12652,7800|0,0000|1401855,0400|200853,7800|6132,8400|16063,8400|1709803,4700|3045319,1400
2025|1|M|LOS RIOS|BABAHOYO|761977,8500|478557,6100|0,0000|157,1400|0,0000|837732,8600|260083,3800|0,0000|3960,0400|1114904,1500|1240692,6000
2025|1|A|LOJA|LOJA|56891,0700|1105094,1000|215,7400|0,0000|34698,0000|186413,2200|868477,2800|0,0000|2911,9600|1066827,3700|1196898,9100
2025|1|B|ZAMORA CHINCHIPE|PAQUISHA|9515,4400|289002,1100|0,0000|0,0000|0,0000|365549,3300|29146,6700|295,0000|4906,7000|400420,6800|298517,5500
2025|1|C|MANABI|PORTOVIEJO|2838612,3500|3084575,6000|0,0000|91131,5200|1192353,0100|2206112,8700|3056449,0700|371322,5800|102112,7300|5806964,3300|7206672,4800
2025|1|G|ORELLANA|ORELLANA|9971516,9000|2211591,9100|252,7900|239817,4700|0,0000|9680445,5200|2006185,6000|101207,4600|203901,0300|12130230,3300|12423179,0700
2025|1|C|ZAMORA CHINCHIPE|ZAMORA|460689,7100|839802,1000|0,0000|0,0000|0,0000|514655,6600|73664,7000|1039,8000|1397,5000|591011,5500|1300491,8100
2025|1|P|TUNGURAHUA|QUERO|171,0000|16389,0000|0,0000|0,0000|0,0000|3165,2300|3064,9800|0,0000|0,0000|6230,2100|16560,0000
2025|1|H|GUAYAS|DAULE|1090148,2900|1676154,2100|0,0000|29611,5600|11565,5100|1173356,7000|1053454,9400|15911,2500|42951,9500|2295676,2000|2807479,5700
2025|1|N|PICHINCHA|RUMIÑAHUI|722614,5600|121119,9100|0,0000|1020,0000|0,0000|413065,3200|203527,3900|334,1300|24426,6100|642941,7600|844754,4700
2025|1|N|ZAMORA CHINCHIPE|CHINCHIPE|13919,1100|9195,4000|0,0000|0,0000|0,0000|6935,2000|465,9300|2345,7800|0,0000|9746,9100|23114,5100
2025|1|H|BOLIVAR|LAS NAVES|708,2000|23803,9900|0,0000|0,0000|0,0000|4728,4200|18138,8200|0,0000|0,0000|22867,2400|24512,1900
2025|1|C|CHIMBORAZO|RIOBAMBA|2517451,2100|8535203,4700|0,0000|217445,6500|31182,5800|3092423,9600|5952866,1100|765250,1600|202016,6000|10109264,2300|11301282,9100
2025|1|M|BOLIVAR|GUARANDA|481678,7400|130830,9100|0,0000|23614,9400|0,0000|294646,8100|73046,1300|47,2300|811,1900|407609,7700|636124,5900
2025|1|D|CARCHI|SAN PEDRO DE HUACA|0,0000|0,0000|0,0000|0,0000|0,0000|242,4300|848,6100|0,0000|0,0000|1091,0400|0,0000
2025|1|I|LOJA|PALTAS|3954,2600|550,2600|0,0000|0,0000|0,0000|4240,9500|3242,9200|0,0000|0,0000|7483,8700|4504,5200
2025|1|G|GUAYAS|EL TRIUNFO|3206993,2600|21264250,7100|0,0000|449024,9800|0,0000|3344132,0900|14912074,9600|4374,4000|228082,8300|18896441,9700|24920268,9500
2025|1|M|LOS RIOS|VALENCIA|52962,6600|25137,5800|0,0000|0,0000|0,0000|70617,5500|7199,3900|343,1800|417,0000|82706,5200|78100,2400
2025|1|G|TUNGURAHUA|SANTIAGO DE PILLARO|1802344,8800|1475333,9100|0,0000|45520,8100|0,0000|1816626,2500|1265398,4900|1652,2300|30555,8400|3157977,8100|3323199,6000
2025|1|I|SANTA ELENA|LA LIBERTAD|223036,7100|97397,7700|3810,0500|0,0000|0,0000|126367,4700|85264,5700|0,0000|25957,8400|237669,8300|324244,5300
2025|1|G|ZAMORA CHINCHIPE|YANTZAZA|10095986,7400|1103102,9200|0,0000|606756,0000|0,0000|10453367,5500|1139911,0200|200461,8200|48854,6000|12473929,6400|11805845,6600
2025|1|G|NAPO|ARCHIDONA|1330739,9200|431129,5600|0,0000|50780,3000|0,0000|935640,3600|303731,3700|76170,2000|18285,5900|1405551,6600|1812649,7800
2025|1|Q|CHIMBORAZO|GUANO|704,1200|5665,3500|0,0000|0,0000|0,0000|3743,6300|6037,5600|0,0000|0,0000|9902,1400|6369,4700
2025|1|A|LOS RIOS|BABA|56461,5900|7794438,7700|0,0000|0,0000|0,0000|946224,1900|3502747,3700|0,0000|95577,6700|4554169,5200|7850900,3600
2025|1|R|EL ORO|MACHALA|838483,8300|18741,2500|0,0000|0,0000|0,0000|625781,0200|189716,1200|0,0000|29574,1300|846363,1000|857225,0800
2025|1|M|AZUAY|SANTA ISABEL|97478,9000|31758,0700|0,0000|8208,7600|0,0000|71387,0700|39625,3500|1486,5000|1830,0000|126005,3500|137445,7300
2025|1|F|ESMERALDAS|ELOY ALFARO|27403,2600|0,2200|0,0000|0,0000|0,0000|22228,6400|249,5300|0,0000|0,0000|22945,7800|27403,4800
2025|1|G|MANABI|JAMA|544909,6900|183740,3200|0,0000|0,0000|0,0000|620181,7100|157587,4000|322,7600|20931,9500|799161,9000|728650,0100
2025|1|M|PASTAZA|SANTA CLARA|109089,0200|5566,4000|0,0000|0,0000|0,0000|13711,7900|952,8700|0,0000|835,5000|16234,9300|114655,4200
2025|1|I|ESMERALDAS|ESMERALDAS|649031,6400|220657,2900|7888,7500|0,0000|0,0000|397051,7700|525151,3300|1595,3600|10667,7000|935535,7700|877577,6800
2025|1|I|PASTAZA|PASTAZA|293564,8000|149642,5400|40914,1400|0,0000|0,0000|234538,3100|77448,9400|0,0000|14927,9400|330820,4500|484121,4800
2025|1|C|MANABI|MONTECRISTI|21403812,3400|41439432,2100|0,0000|182373,1700|43068514,7200|17177486,5700|46371314,4200|25882426,2700|223730,7400|90151137,2000|106094132,4400
2025|1|C|LOS RIOS|BABAHOYO|2582069,6400|1853938,6800|0,0000|1300,0000|244511,3200|1629510,1000|1374538,3400|63559,8300|13359,0000|3154527,5500|4681819,6400
2025|1|S|LOS RIOS|BUENA FE|91115,8700|870784,7000|0,0000|0,0000|0,0000|80438,1100|43811,4300|160340,4700|2010,0000|287505,8200|961900,5700
2025|1|G|EL ORO|PASAJE|4721579,4200|8775494,1000|270,0000|390405,3000|3941399,0700|5375327,5800|11196855,8000|194522,0800|552188,9400|17876838,7300|17829147,8900
2025|1|P|CHIMBORAZO|RIOBAMBA|299071,4300|2273715,2500|0,0000|0,0000|0,0000|540629,9900|170455,2700|24076,0200|36592,7700|780348,6300|2572786,6800
2025|1|Q|LOJA|LOJA|1093799,3900|5513469,5900|0,0000|0,0000|0,0000|1411575,7800|1746069,0600|20364,2200|69379,1000|3275700,9000|6607268,9800
2025|1|I|GUAYAS|LOMAS DE SARGENTILLO|7656,0500|15321,4600|0,0000|0,0000|0,0000|3053,5100|14715,1100|0,0000|0,0000|17768,6200|22977,5100
2025|1|N|CAÑAR|AZOGUES|130444,8100|41683,3000|3844,2600|0,0000|0,0000|106358,8300|82084,1200|0,0000|8123,3100|200756,1500|175972,3700
2025|1|I|GUAYAS|PLAYAS|342550,2800|75902,4500|57622,9000|0,0000|0,0000|279304,9700|85651,3900|1112,9700|38,0100|366108,5900|476075,6300
2025|1|A|LOS RIOS|QUEVEDO|1072989,1300|17644831,2900|0,0000|0,0000|3302492,6100|2685458,5000|11608451,4700|287,5000|472676,4300|14798102,9700|22020313,0300
2025|1|C|EL ORO|EL GUABO|519623,0200|79427,0100|0,0000|3244,8100|1213652,2000|656800,4300|472038,3500|171518,4700|19528,9300|1343804,6800|1815947,0400
2025|1|M|COTOPAXI|PANGUA|58374,1900|4641,4100|0,0000|0,0000|0,0000|24410,4900|15558,6800|0,0000|1875,2800|51343,7800|63015,6000
2025|1|G|PICHINCHA|MEJIA|10402391,1900|8262634,0700|0,0000|403691,0700|11539,6000|9241981,0500|5022291,9500|1585987,8800|93344,6300|16237936,6900|19080255,9300
2025|1|P|GUAYAS|GENERAL ANTONIO ELIZALDE|1550,0000|66191,2200|0,0000|0,0000|0,0000|576,5000|0,0000|0,0000|0,0000|576,5000|67741,2200
2025|1|M|COTOPAXI|SALCEDO|283532,9900|65610,1000|0,0000|19236,0100|0,0000|227929,8100|53487,0600|0,0000|2477,0400|300963,9000|368379,1000
2025|1|F|ORELLANA|AGUARICO|1466,9000|0,0000|0,0000|0,0000|0,0000|34125,3800|9360,8500|0,0000|0,0000|79201,1000|1466,9000
2025|1|I|ORELLANA|LA JOYA DE LOS SACHAS|731007,5200|96467,8200|0,0000|0,0000|0,0000|358170,9600|437213,7900|1591,6500|2427,3400|799763,5800|827475,3400
2025|1|L|PICHINCHA|QUITO|52407841,0500|11575805,5500|126856,1600|58272,6300|118686,2100|27215896,1000|9548796,5600|603187,3500|798479,2000|38788588,9200|64287461,6000
2025|1|I|IMBABURA|SAN MIGUEL DE URCUQUI|92761,3900|27049,6800|17491,1500|0,0000|0,0000|38439,8500|16651,9900|0,0000|56,7500|55148,5900|137302,2200
2025|1|S|MANABI|MONTECRISTI|143091,5700|65788,8700|0,0000|0,0000|0,0000|147391,5900|100705,5000|0,0000|110,0000|248653,2600|208880,4400
2025|1|H|AZUAY|CUENCA|2288381,3700|12249826,4800|4273,0200|17666,8100|70133,8600|4139396,1700|6712990,1000|24108,8600|201771,7600|11102946,8600|14630281,5400
2025|1|N|AZUAY|NABON|5629,0100|0,0000|0,0000|0,0000|0,0000|53900,3200|0,0000|0,0000|0,0000|53900,3200|5629,0100
2025|1|H|MANABI|SANTA ANA|61116,3200|57618,7400|0,0000|0,0000|0,0000|73559,1800|48163,1200|5421,3500|0,0000|127143,6500|118735,0600
2025|1|M|LOJA|PALTAS|63114,8300|10348,3300|0,0000|0,0000|0,0000|31056,2100|7646,5700|0,0000|2090,2000|43760,4100|73463,1600
2025|1|G|CARCHI|MONTUFAR|865968,9800|3499892,5900|0,0000|65932,1200|0,0000|917246,5600|2992098,0900|0,0000|74047,3200|4052912,6100|4431793,6900
2025|1|N|MANABI|JARAMIJO|195387,1100|288644,3100|0,0000|0,0000|0,0000|100601,1500|76585,7700|0,0000|1689,0300|209633,4400|484031,4200
2025|1|C|TUNGURAHUA|SAN PEDRO DE PELILEO|3070825,4300|6464200,9400|0,0000|7520,3600|0,0000|4600841,4300|3073866,6200|1934569,3500|64700,8600|9723912,2000|9542546,7300
2025|1|L|MANABI|PORTOVIEJO|690336,9300|258596,9100|1000,0000|0,0000|0,0000|481615,7400|201160,3100|0,0000|8645,8700|719045,3600|949933,8400
2025|1|H|MANABI|JUNIN|54917,3200|24408,5100|0,0000|40867,8000|0,0000|70933,4400|10376,8500|0,0000|1522,0000|91772,2100|120193,6300
2025|1|C|PICHINCHA|PEDRO VICENTE MALDONADO|15215,6900|9532,0400|0,0000|4169,0200|549051,5700|61584,2600|358977,8000|0,0000|7087,7200|431321,0100|577968,3200
2025|1|P|EL ORO|PIÑAS|6011,9100|18504,4600|0,0000|0,0000|0,0000|5111,0300|4478,0300|0,0000|645,0000|10234,0600|24516,3700
2025|1|M|ZAMORA CHINCHIPE|CHINCHIPE|28899,5300|945,2100|0,0000|0,0000|1700,0000|36044,0500|24310,1400|320,0000|400,0000|65329,2500|31544,7400
2025|1|C|COTOPAXI|PANGUA|6314,1700|309429,9000|0,0000|0,0000|0,0000|54815,8700|46169,2600|0,0000|38247,9000|139304,4600|315744,0700
2025|1|G|GUAYAS|ISIDRO AYORA|477623,2400|816117,6300|0,0000|510289,1100|0,0000|506503,2700|759059,9800|85,0000|14264,2500|1687571,2500|1804029,9800
2025|1|O|ESMERALDAS|ESMERALDAS|182954,2800|234793,0700|0,0000|0,0000|0,0000|2305380,1300|270165,6300|0,0000|895,0000|2576440,7600|417747,3500
2025|1|D|PASTAZA|PASTAZA|0,0300|0,0000|0,0000|0,0000|0,0000|1885,5600|0,0000|0,0000|0,0000|1885,5600|0,0300
2025|1|D|AZUAY|CUENCA|1344996,7000|11084765,0700|0,0000|1786,5000|0,0000|12081780,8900|8345684,4700|0,0000|3378,6900|20430946,2500|12431548,2700
2025|1|G|AZUAY|SIGSIG|396809,0100|462662,5100|0,0000|38143,1300|0,0000|489287,6600|260237,7900|626714,3500|9056,6000|1417637,5200|897614,6500
2025|1|J|GALAPAGOS|SANTA CRUZ|103895,9300|107,3200|0,0000|0,0000|0,0000|71747,7700|5237,0400|0,0000|104,2900|77089,1000|104003,2500
2025|1|G|BOLIVAR|CHILLANES|314998,1400|195454,4800|0,0000|9832,9200|0,0000|395640,7600|214250,9200|450,0000|459,4800|636375,5200|520285,5400
2025|1|R|EL ORO|LAS LAJAS|0,0000|0,0000|0,0000|0,0000|0,0000|980,0000|0,0000|0,0000|0,0000|980,0000|0,0000
2025|1|C|AZUAY|PAUTE|22004,0000|37542,9300|0,0000|0,0000|0,0000|43658,2700|7284,7600|0,0000|80,0000|52742,0600|59546,9300
2025|1|M|ORELLANA|LA JOYA DE LOS SACHAS|257051,8800|54036,9200|0,0000|37,6200|1000,0000|207239,3300|87281,1200|0,0000|26190,4500|331180,6300|312126,4200
2025|1|P|ESMERALDAS|QUININDE|4755,3400|163321,3400|0,0000|0,0000|0,0000|15139,1700|17056,4200|0,0000|1498,5000|33694,0900|168076,6800
2025|1|M|MANABI|EL CARMEN|479207,9000|333040,3100|0,0000|1,0000|0,0000|396841,5300|131417,0700|9781,3400|28281,2600|572977,9300|812249,2100
2025|1|F|GUAYAS|BALAO|109960,6700|3305,0100|0,0000|0,0000|0,0000|21137,1600|1860,7900|0,0000|0,0000|31193,6900|113265,6800
2025|1|H|LOS RIOS|QUINSALOMA|6606,1700|19424,5500|0,0000|0,0000|0,0000|26830,1200|14453,7200|0,0000|3000,0000|44389,9100|26030,7200
2025|1|A|LOS RIOS|VALENCIA|90411,5300|14211431,0800|0,0000|599,0600|1720628,2900|1081483,4900|7500661,0100|180790,9700|168208,2100|8936478,4600|16023069,9600
2025|1|N|ZAMORA CHINCHIPE|CENTINELA DEL CONDOR|879,5900|0,0600|0,0000|0,0000|0,0000|11230,3800|196,3500|0,0000|0,0000|11426,7300|879,6500
2025|1|H|GUAYAS|NARANJITO|353910,4100|392424,7500|0,0000|0,0000|0,0000|363592,3600|684236,4700|0,0000|7477,4000|1055491,9500|746335,1600
2025|1|C|ESMERALDAS|ESMERALDAS|1777919,8100|1460381,9000|0,0000|560,1600|2376925,7000|1177852,9000|2865521,8000|39663,1300|56824,3800|4162653,2600|5615787,5700
2025|1|A|MANABI|EL CARMEN|225878,1800|6695493,1800|0,0000|7112,9800|156195,0500|594667,4100|3297468,9600|11441,0100|213751,5800|4123142,6400|7084679,3900
2025|1|A|LOS RIOS|QUINSALOMA|40942,1600|4444762,1700|0,0000|0,0000|0,0000|146180,2300|2070612,5600|0,0000|9347,1200|2226315,7300|4485704,3300
2025|1|G|CHIMBORAZO|PENIPE|30349,3000|23388,0300|0,0000|8459,0300|0,0000|51175,0800|2255,4900|0,0000|0,0000|72647,9800|62196,3600
2025|1|F|EL ORO|HUAQUILLAS|44408,2500|35753,3300|0,0000|15592,8000|0,0000|63585,5700|14555,2900|0,0000|1269,0000|102468,2700|95754,3800
2025|1|S|GUAYAS|SANTA LUCIA|3667,2800|19713,8600|0,0000|0,0000|0,0000|4363,0900|10710,5000|0,0000|514,6500|15588,2400|23381,1400
2025|1|K|GUAYAS|SAMBORONDON|1245703,6300|1227728,5600|0,0000|0,0000|111529,4800|3708097,1000|377363,6200|1606,7200|12058,2600|4111985,4700|2584961,6700
2025|1|S|PICHINCHA|PEDRO MONCAYO|99043,0600|54795,9200|0,0000|0,0000|2715,1200|74253,3900|45394,4200|896,2300|2292,0000|123068,7100|156554,1000
2025|1|A|GUAYAS|CORONEL MARCELINO MARIDUEÑA|69123,6700|1057484,2000|0,0000|0,0000|0,0000|167637,9200|456063,3100|0,0000|42402,1200|667200,9000|1126607,8700
2025|1|Q|CARCHI|SAN PEDRO DE HUACA|0,0100|0,0100|0,0000|0,0000|0,0000|68,3200|162,3800|0,0000|0,0000|230,7000|0,0200
2025|1|F|SUCUMBIOS|GONZALO PIZARRO|3285,0300|210,0000|0,0000|0,0000|0,0000|37387,1700|8079,7200|7,7700|330,0000|46889,6700|3495,0300
2025|1|H|ESMERALDAS|SAN LORENZO|25468,1000|110782,9600|0,0000|0,0000|0,0000|52134,8500|33411,6700|1256,0000|0,0000|86817,2800|136251,0600
2025|1|C|AZUAY|CAMILO PONCE ENRIQUEZ|351279,6500|169268,7700|0,0000|0,0000|0,0000|261422,9700|70476,0100|15970,0000|4127,5900|356667,5500|520548,4200
2025|1|O|AZUAY|GUALACEO|2586,3200|127910,3600|0,0000|0,0000|0,0000|368429,6700|17940,9100|0,0000|6929,5400|394951,5500|130496,6800
2025|1|O|SANTO DOMINGO DE LOS TSACHILAS|LA CONCORDIA|2626,6800|39833,0500|0,0000|0,0000|0,0000|286326,7900|41991,7800|0,0000|612,0000|328930,5700|42459,7300
2025|1|C|SUCUMBIOS|SHUSHUFINDI|172398,6400|25685,6500|0,0000|26000,0000|0,0000|97921,7000|18816,2700|18,6500|328,8000|119772,4200|224084,2900
2025|1|C|ZAMORA CHINCHIPE|YANTZAZA|1296336,7600|87045,3900|0,0000|17859,5000|0,0000|524256,9000|494366,2100|21200,0000|12648,4300|1057144,2100|1401241,6500
2025|1|B|BOLIVAR|SAN MIGUEL|0,0000|0,0000|0,0000|84481,5500|0,0000|938,2500|0,0000|0,0000|0,0000|1305,9700|84481,5500
2025|1|J|GUAYAS|PLAYAS|14727,0700|1869,4200|0,0000|0,0000|0,0000|10480,5900|4100,9400|0,0000|1959,0000|16540,5300|16596,4900
2025|1|E|AZUAY|PAUTE|0,0000|27726,9200|0,0000|0,0000|0,0000|11493,1400|2903,0600|0,0000|1953,1500|16349,3500|27726,9200
2025|1|W|COTOPAXI|PUJILI|176,7900|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|176,7900
2025|1|G|CAÑAR|LA TRONCAL|5382451,6400|4680957,7200|0,0000|348072,0200|0,0000|4952549,9500|5017207,9500|158028,1800|15950,5700|10447401,9400|10411481,3800
2025|1|N|AZUAY|PAUTE|103458,7800|11186,7700|19866,8800|0,0000|0,0000|64582,5900|48346,8000|0,0000|110,0000|114095,5300|134512,4300
2025|1|G|TUNGURAHUA|MOCHA|360050,0500|691885,1300|0,0000|1924,3600|0,0000|420787,8200|581157,2000|65,0000|2140,6500|1008680,6300|1053859,5400
2025|1|G|SUCUMBIOS|PUTUMAYO|78552,6800|25873,6900|0,0000|6976,6200|0,0000|285937,8100|47457,6800|0,0000|34,0000|355739,8000|111402,9900
2025|1|A|IMBABURA|PIMAMPIRO|14103,9000|255942,7000|0,0000|0,0000|7584,0000|25903,8800|59450,5500|0,0000|19418,8300|104773,2600|277630,6000
2025|1|V|GUAYAS|SAMBORONDON|22362,5800|150,0000|0,0000|0,0000|0,0000|17495,9100|6043,8300|0,0000|0,0000|23539,7400|22512,5800
2025|1|R|PASTAZA|PASTAZA|24066,0600|12262,7600|0,0000|0,0000|0,0000|13676,0400|13783,5300|1084,5000|0,0000|28544,0700|36328,8200
2025|1|M|CAÑAR|AZOGUES|753447,1000|112206,9800|0,0000|22,0000|0,0000|592488,4600|103064,1300|21419,8400|3257,2800|756011,8200|865676,0800
2025|1|C|EL ORO|HUAQUILLAS|426479,0300|231813,0600|0,0000|2436,3000|0,0000|494910,0500|347981,8100|13570,1000|4288,5900|863140,7600|660728,3900
2025|1|R|MORONA SANTIAGO|SANTIAGO|1422,5200|22,5000|0,0000|0,0000|0,0000|4825,3600|767,6400|0,0000|0,0000|5593,0000|1445,0200
2025|1|W|EL ORO|PASAJE|2100,0000|0,0000|0,0000|0,0000|0,0000|99,0000|0,0000|0,0000|0,0000|99,0000|2100,0000
2025|1|H|AZUAY|SIGSIG|36173,7800|90238,1600|0,0000|0,0000|0,0000|47243,3900|53439,2400|0,0000|1689,8000|102372,4300|126411,9400
2025|1|E|SUCUMBIOS|SHUSHUFINDI|0,0000|754,1000|0,0000|0,0000|0,0000|2757,1500|368,6800|0,0000|0,0000|3125,8300|754,1000
2025|1|C|AZUAY|GIRON|608,3200|532,8300|0,0000|0,0000|0,0000|4481,1600|4564,3000|0,0000|0,0000|9045,4600|1141,1500
2025|1|M|IMBABURA|SAN MIGUEL DE URCUQUI|41694,3900|196641,8600|0,0000|0,0000|0,0000|107149,8300|44360,4000|0,0000|282,9000|151922,8200|238336,2500
2025|1|R|COTOPAXI|LATACUNGA|31277,8200|25184,3200|0,0000|6745,3600|0,0000|70484,6400|30164,3600|855,0000|1237,0800|109894,9400|63207,5000
2025|1|S|LOS RIOS|MONTALVO|57966,5500|16412,4400|0,0000|0,0000|0,0000|31033,1400|24166,3500|10,0000|32,0000|55337,7300|74378,9900
2025|1|C|LOS RIOS|PUEBLO VIEJO|218166,1100|2549957,6500|0,0000|0,0000|211258,8000|199718,2100|2177020,3500|0,0000|3479,5000|2383913,3100|2979382,5600
2025|1|Q|AZUAY|SIGSIG|88,4400|14620,0900|0,0000|0,0000|0,0000|4936,9300|5387,0900|0,0000|0,0000|10324,0200|14708,5300
2025|1|Q|ESMERALDAS|ESMERALDAS|62279,7000|297337,1800|0,0000|0,0000|1,0000|303132,0800|207275,2100|0,0000|1440,0000|511903,9800|359617,8800
2025|1|S|BOLIVAR|CALUMA|6551,6100|81084,1000|0,0000|0,0000|0,0000|17827,9700|4923,2700|0,0000|3794,0000|26545,2400|87635,7100
2025|1|A|COTOPAXI|SAQUISILI|21971,0000|294673,9800|0,0000|3333,3300|0,0000|54562,2000|170203,4700|0,0000|6016,1000|230781,7700|319978,3100
2025|1|H|CARCHI|TULCAN|858601,0400|6167557,5900|0,0000|65698,8700|0,0000|1475086,7800|4355531,5600|530,7400|48839,3200|5950204,9200|7091857,5000
2025|1|P|LOS RIOS|URDANETA|0,0100|19148,6900|0,0000|0,0000|0,0000|2001,0600|6104,6300|0,0000|0,0000|8105,6900|19148,7000
2025|1|F|MORONA SANTIAGO|LOGROÑO|21285,4100|0,0000|0,0000|0,0000|0,0000|15236,1900|6226,4500|0,0000|0,0000|21641,3000|21285,4100
2025|1|Q|LOS RIOS|VALENCIA|1596,2700|143715,2100|0,0000|0,0000|0,0000|4323,4600|133580,3900|0,0000|0,0000|137903,8500|145311,4800
2025|1|D|IMBABURA|ANTONIO ANTE|8712,4400|41168,9200|0,0000|0,0000|0,0000|28755,3600|0,0000|15290,0500|0,0000|44045,4100|49881,3600
2025|1|G|LOS RIOS|BABA|718022,1700|1181875,8600|0,0000|40414,9800|0,0000|773979,0500|836004,5200|0,0000|37527,0500|1689716,8500|1940313,0100
2025|1|N|GUAYAS|MILAGRO|604313,4900|112491,2600|0,0000|0,0000|0,0000|556379,6700|49084,5500|0,0000|1745,5000|607923,2600|716804,7500
2025|1|Q|GALAPAGOS|SANTA CRUZ|26188,6000|51107,1800|0,0000|0,0000|0,0000|37255,0800|8682,2200|0,0000|293,8100|46764,1600|77295,7800
2025|1|N|GUAYAS|PALESTINA|10757,8800|946,2500|0,0000|0,0000|0,0000|8961,6600|321,8400|0,0000|6450,5500|15734,0500|11704,1300
